Index,year,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Year,Station
7,,59,47,96,268,1471,1496,3275,864,332,180,107,65,year,1-105 Zambezi At Chavuma Mission (130400)
8,,59,47,96,286,1491,1555,3347,835,324,177,107,63,year,1-105 Zambezi At Chavuma Mission (130400)
9,,58,47,97,308,1514,1668,3445,806,316,175,106,63,year,1-105 Zambezi At Chavuma Mission (130400)
10,,57,49,100,321,1536,1759,3514,780,309,171,104,62,year,1-105 Zambezi At Chavuma Mission (130400)
11,,56,52,103,337,1565,1864,3530,758,301,168,102,60,year,1-105 Zambezi At Chavuma Mission (130400)
12,,55,54,109,348,1627,1936,3487,732,297,165,100,57,year,1-105 Zambezi At Chavuma Mission (130400)
13,,54,57,115,363,1691,1929,3360,710,290,162,98,57,year,1-105 Zambezi At Chavuma Mission (130400)
14,,53,59,118,378,1733,1893,3193,692,284,161,96,57,year,1-105 Zambezi At Chavuma Mission (130400)
15,,53,59,127,411,1794,1851,2988,669,277,158,94,57,year,1-105 Zambezi At Chavuma Mission (130400)
16,,52,60,129,473,1857,1802,2781,651,272,156,92,56,year,1-105 Zambezi At Chavuma Mission (130400)
17,,52,65,132,532,1884,1763,2570,633,267,155,91,55,year,1-105 Zambezi At Chavuma Mission (130400)
18,,50,66,135,568,1876,1745,2369,612,261,151,89,55,year,1-105 Zambezi At Chavuma Mission (130400)
19,,48,66,142,598,1865,1743,2179,593,255,148,89,53,year,1-105 Zambezi At Chavuma Mission (130400)
20,,48,65,149,641,1838,1769,1991,575,249,145,87,53,year,1-105 Zambezi At Chavuma Mission (130400)
21,,47,67,159,670,1788,1788,1834,557,245,143,86,53,year,1-105 Zambezi At Chavuma Mission (130400)
22,,46,73,164,701,1747,1815,1721,540,240,141,84,52,year,1-105 Zambezi At Chavuma Mission (130400)
23,,46,76,168,747,1706,1835,1600,523,235,140,82,51,year,1-105 Zambezi At Chavuma Mission (130400)
24,,44,75,177,796,1693,1849,1506,506,230,137,80,50,year,1-105 Zambezi At Chavuma Mission (130400)
25,,43,74,188,847,1705,1937,1419,489,226,134,79,49,year,1-105 Zambezi At Chavuma Mission (130400)
26,,43,74,193,892,1729,2095,1354,473,221,132,78,48,year,1-105 Zambezi At Chavuma Mission (130400)
27,,42,74,193,947,1741,2247,1287,459,217,130,77,48,year,1-105 Zambezi At Chavuma Mission (130400)
28,,43,83,196,1017,1732,2371,1227,446,214,128,76,47,year,1-105 Zambezi At Chavuma Mission (130400)
29,,44,88,198,1073,         ,2453,1176,433,209,127,74,47,year,1-105 Zambezi At Chavuma Mission (130400)
30,,44,89,202,1113,         ,2522,1129,421,205,125,74,46,year,1-105 Zambezi At Chavuma Mission (130400)
31,,43,         ,206,1160,         ,2628,         ,411,         ,122,73,         ,year,1-105 Zambezi At Chavuma Mission (130400)
1,,45,53,69,123,248,490,1927,837,305,-,99,62,year,1-105 Zambezi At Chavuma Mission (130400)
2,,45,54,71,125,263,509,1994,808,298,-,98,61,year,1-105 Zambezi At Chavuma Mission (130400)
3,,45,55,72,123,269,523,2006,778,292,-,96,60,year,1-105 Zambezi At Chavuma Mission (130400)
4,,46,55,71,125,272,540,2012,753,284,-,94,60,year,1-105 Zambezi At Chavuma Mission (130400)
5,,47,56,73,127,280,584,2059,730,278,-,93,58,year,1-105 Zambezi At Chavuma Mission (130400)
6,,49,55,76,126,283,652,2110,703,271,-,91,58,year,1-105 Zambezi At Chavuma Mission (130400)
7,,51,55,80,127,290,762,2117,678,266,-,89,57,year,1-105 Zambezi At Chavuma Mission (130400)
8,,52,55,83,137,304,866,2102,657,261,-,89,56,year,1-105 Zambezi At Chavuma Mission (130400)
9,,54,55,84,145,302,923,2061,635,256,-,88,56,year,1-105 Zambezi At Chavuma Mission (130400)
10,,55,55,86,149,304,983,2000,611,252,-,86,55,year,1-105 Zambezi At Chavuma Mission (130400)
11,,58,54,88,153,307,1078,1934,591,246,-,85,54,year,1-105 Zambezi At Chavuma Mission (130400)
12,,58,57,89,153,304,1207,1868,572,242,-,83,52,year,1-105 Zambezi At Chavuma Mission (130400)
13,,56,57,89,155,299,1382,1803,551,237,-,82,52,year,1-105 Zambezi At Chavuma Mission (130400)
14,,55,58,89,159,308,1662,1732,534,231,-,80,53,year,1-105 Zambezi At Chavuma Mission (130400)
15,,54,58,90,160,323,2021,1658,516,228,-,79,52,year,1-105 Zambezi At Chavuma Mission (130400)
16,,54,59,94,162,337,2284,1587,498,222,-,79,52,year,1-105 Zambezi At Chavuma Mission (130400)
17,,54,59,102,165,342,2453,1520,486,219,-,78,52,year,1-105 Zambezi At Chavuma Mission (130400)
18,,54,60,102,166,351,2540,1462,468,214,-,76,51,year,1-105 Zambezi At Chavuma Mission (130400)
19,,53,60,106,165,372,2526,1399,453,210,-,75,50,year,1-105 Zambezi At Chavuma Mission (130400)
20,,53,61,111,165,383,2438,1355,441,206,-,74,49,year,1-105 Zambezi At Chavuma Mission (130400)
21,,53,62,114,171,389,2314,1288,427,201,-,74,49,year,1-105 Zambezi At Chavuma Mission (130400)
22,,53,62,116,177,406,2190,1241,421,198,-,72,48,year,1-105 Zambezi At Chavuma Mission (130400)
23,,52,62,117,183,439,2074,1194,-,193,-,71,48,year,1-105 Zambezi At Chavuma Mission (130400)
24,,51,61,117,190,458,2012,1143,-,191,-,70,48,year,1-105 Zambezi At Chavuma Mission (130400)
25,,49,60,118,197,471,1979,1088,-,187,-,69,47,year,1-105 Zambezi At Chavuma Mission (130400)
26,,49,61,119,203,473,1885,1042,-,183,-,67,47,year,1-105 Zambezi At Chavuma Mission (130400)
27,,48,65,119,210,475,1673,995,-,179,-,66,46,year,1-105 Zambezi At Chavuma Mission (130400)
28,,48,66,120,217,477,1649,939,-,176,-,65,45,year,1-105 Zambezi At Chavuma Mission (130400)
29,,48,67,120,224,480,1817,908,-,172,-,64,45,year,1-105 Zambezi At Chavuma Mission (130400)
30,,51,69,122,230,         ,1827,873,-,169,-,63,45,year,1-105 Zambezi At Chavuma Mission (130400)
31,,51,         ,122,237,         ,1871,         ,-,         ,-,63,         ,year,1-105 Zambezi At Chavuma Mission (130400)
1,,44.28004292781975,37.90354891498939,63.593666295704544,422.78438313047036,1213.6567693516872,1987.7670371707445,2555.376549068675,1321.1570145684177,489.77445048451204,275.66895593075213,168.3097805635326,110.31936384019771,year,1-105 Zambezi At Chavuma Mission (130400)
2,,43.368379072333425,38.07476339954323,62.95063314060062,439.75376403605384,1260.493852817112,1959.4860894825927,2708.126198817238,1268.5096720868346,475.6130978133246,270.3638062265109,166.66438330103603,108.41005569216611,year,1-105 Zambezi At Chavuma Mission (130400)
3,,43.00605397838842,38.418211427443275,62.736928550610415,453.43852701055056,1319.523048204663,1927.521623876674,2994.740496657668,1224.6999485503145,466.27399233275827,267.1216844693703,164.37279578534978,106.78520116646348,year,1-105 Zambezi At Chavuma Mission (130400)
4,,41.927120507022664,42.46507813826564,67.0716711411156,469.3779635559122,1418.2894691039087,1906.340706175552,3258.6223279880155,1177.6826303123628,454.9704481634398,263.4949036336062,161.77096361654228,105.43941727170046,year,1-105 Zambezi At Chavuma Mission (130400)
5,,41.57016113397173,48.39019661890688,70.85612104790349,483.9829244044334,1541.1081679701554,1885.262927530109,3507.104521163175,1133.7686848808605,445.813078592594,259.88997533420394,160.15410925232484,104.63555705623756,year,1-105 Zambezi At Chavuma Mission (130400)
6,,40.683649371947396,54.85457206628558,75.88891356721362,504.1184685870018,1638.6278424850243,1869.9984935833477,3664.3944718082676,1093.5972240150836,436.7378085911441,253.93042038377027,157.58203239431245,103.03597093728874,year,1-105 Zambezi At Chavuma Mission (130400)
7,,39.63096064746597,55.45988602022913,80.83425353734717,522.9834098097356,1739.6953815901393,1840,3733.840039083817,1062.9598064452719,424.2698442084391,250.38394200356058,151.86203292363479,101.44724719567867,year,1-105 Zambezi At Chavuma Mission (130400)
8,,38.418211427443275,54.452655582380906,89.13096554523688,554.9152074109124,1792.6276148166037,1809.4880734946082,3754.526706513401,1023.9246339873004,417.35733483106486,245.68951084192162,150.60358376227845,100.65696500119913,year,1-105 Zambezi At Chavuma Mission (130400)
9,,38.07476339954323,53.25472423508065,102.50518843583097,612.4994932444639,1844.3637759791925,1797.3041022681423,3731.257745360369,991.2874640631246,410.4948825670416,242.58164809008588,148.10053253528315,99.60749188003514,year,1-105 Zambezi At Chavuma Mission (130400)
10,,46.68935962110976,53.25472423508065,100.13162291591193,636.5871581611516,1867.1424978348018,1782.3582352910096,3708.052516421506,967.6499265532161,400.7784096477709,238.33681396988766,147.47765790169223,98.30246761132099,year,1-105 Zambezi At Chavuma Mission (130400)
11,,44.83104681508429,52.66016338075155,110.04570696563805,647.8882780228506,1882.3966836675734,1790.7585223973601,3656.7137572631295,934.418869527686,393.5584043750761,233.36279012789342,144.99772948409515,97.78258123396414,year,1-105 Zambezi At Chavuma Mission (130400)
12,,43.914375167174,52.85802366244255,121.22456411511497,657.4728762335633,1883.3518848872857,1785.1563981668187,3608.2341461533047,914.8651069661297,384.97079375659484,229.56808941616148,143.14994819670483,97.26390933761546,year,1-105 Zambezi At Chavuma Mission (130400)
13,,42.28542334545524,52.26542355702185,129.3318304987465,656.2714122652933,1849.099186964127,1790.7585223973601,3532.2681983926027,883.8216363698558,376.93698356536777,226.55207250610192,140.70249018275587,95.71518824998648,year,1-105 Zambezi At Chavuma Mission (130400)
14,,43.00605397838842,53.85222293708607,137.66933813892302,652.6728287100336,1850.9948485593475,1773.9753479600345,3417.172084659941,853.9252894292964,370.3769936563992,222.80677637205997,138.87910534404563,94.43295731225098,year,1-105 Zambezi At Chavuma Mission (130400)
15,,41.74847280189313,55.66230723172756,144.99772948409515,659.878707078501,1901.5412404091635,1735.0855589927319,3272.0126030770543,830.4682166495373,361.09368472667273,220.94444608366265,136.76507309804776,95.20138200706042,year,1-105 Zambezi At Chavuma Mission (130400)
16,,41.57016113397173,55.865053154631674,149.03701151883433,661.6856194279255,1926.5566192918782,1714.8663664785508,3106.9711651081866,802.0442013626039,356.03214731200023,215.39880910280087,135.26380006977288,92.65064191814211,year,1-105 Zambezi At Chavuma Mission (130400)
17,,41.21454659618695,54.85457206628558,156.62223440247217,661.0830735339597,1934.2826141234953,1729.5608835716457,2916.6837350716137,775.9954174010811,351.914311974363,212.46654766197258,133.17428826812036,91.63889650302134,year,1-105 Zambezi At Chavuma Mission (130400)
18,,40.86027827154568,53.25472423508065,164.04656717555002,665.9102080071017,1940.086045169227,1806.6731703816486,2710.368637421376,756.7078022874036,344.64586233920227,208.1013800932783,131.6905576129689,90.63204673472525,year,1-105 Zambezi At Chavuma Mission (130400)
19,,40.50735754600423,52.66016338075155,168.3097805635326,671.9658648659129,1964.3493794790597,1881.441695866197,2519.429050804186,733.8453558125061,339.2384123154078,205.2134607782542,128.7450838065299,89.63009906438911,year,1-105 Zambezi At Chavuma Mission (130400)
20,,40.50735754600423,52.462629963460614,173.28862774353763,695.1972056378801,1995.600072353967,1960.4583227325536,2349.380722057179,712.5371737591971,329.86612490105875,205.2134607782542,127.28336043438615,88.38456795852888,year,1-105 Zambezi At Chavuma Mission (130400)
21,,40.155785813683735,51.675767872962076,180.36616717070544,703.2245072759763,2036.9458948049648,2043.8731483989388,2176.4355305842314,688.4365939222821,327.6516860077691,199.13573256514522,126.40985648810044,86.65373388724292,year,1-105 Zambezi At Chavuma Mission (130400)
22,,39.80556447695902,52.66016338075155,208.1013800932783,738.8991962716092,2040.9030571759088,2104.6770708341232,2025.094707197834,665.9102080071023,320.60966932956387,194.19106236990902,124.38199077602266,86.16198052871154,year,1-105 Zambezi At Chavuma Mission (130400)
23,,39.63096064746597,51.871992364380986,220.9444460836623,821.8289469781178,2044.8636014928654,2142.9512329417134,1889.0875732682887,649.6806676334475,316.2426591256877,192.08869512578846,123.51732938782219,88.38456795852888,year,1-105 Zambezi At Chavuma Mission (130400)
24,,39.63096064746597,51.675767872962076,250.38394200356024,856.6244069258804,2057.7587176504326,2168.2971332747547,1773.9753479600345,624.7859613493091,310.173203203721,189.30122903511696,120.65433056000943,88.63305999186002,year,1-105 Zambezi At Chavuma Mission (130400)
25,,39.45669494654783,51.675767872962076,311.469439255332,875.6231689976781,2062.727881573376,2224.519531121985,1692.928193810145,605.5269457289598,306.2987876638796,186.87692824988252,119.80120124775873,88.38456795852888,year,1-105 Zambezi At Chavuma Mission (130400)
26,,39.28276755186303,54.452655582380906,337.892437083767,896.1823827300217,2056.7655183107627,2281.3747988603204,1619.8071015076857,584.249938069335,299.4639559641134,183.0951460930592,118.9507391652381,86.16198052871154,year,1-105 Zambezi At Chavuma Mission (130400)
27,,38.07476339954323,56.47523778661784,357.8690652862681,959.8266220704804,2027.067790028754,2325.216535608004,1563.9203202123613,566.6818024244617,293.53926921247836,182.06966415851886,116.97671294825486,85.67146010455986,year,1-105 Zambezi At Chavuma Mission (130400)
28,,37.73267435992923,57.49869333814839,356.4909864900959,1002.8384384970758,2011.3068284638234,2370.4824405277764,1493.3388736169536,548.7951841553261,290.1771633559486,178.33128581997394,115.01724969390118,83.96436012537691,year,1-105 Zambezi At Chavuma Mission (130400)
29,,37.391945771340346,58.53023534507519,370.8438817720383,1048.892123471732,,2401.2274324887853,1395.605161352442,532.8040537679568,285.16601597688253,174.9624345127884,113.90410616092713,82.51318840014886,year,1-105 Zambezi At Chavuma Mission (130400)
30,,38.418211427443275,63.37900214242489,384.0217680461252,1083.0925683730893,,2435.355269657197,1379.7387617730487,514.8610649833469,279.7807044390572,172.621089797327,113.07237875505604,81.07317048407208,year,1-105 Zambezi At Chavuma Mission (130400)
31,,38.246317631029456,,403.1979157346917,1139.1220182823442,,2480.469626103119,,502.51568789777974,,170.62528764346564,112.24333701988243,,year,1-105 Zambezi At Chavuma Mission (130400)
1,,79.64432980888932,58.323280852027885,173.6228221528351,310.60501735601713,567.2448273683528,1280.57533926633,1378.0732634028325,1160.6463169304352,446.82651345933914,245.30007530527303,145.92553196645414,94.68879412392423,year,1-105 Zambezi At Chavuma Mission (130400)
2,,77.99150746590479,60.19747972654572,177.65525243144901,311.469439255332,584.820582403157,1256.4943371712372,1451.3397074605784,1139.1220182823442,434.7322514643416,239.8765712509823,142.2299733804411,91.8913741408482,year,1-105 Zambezi At Chavuma Mission (130400)
3,,76.5869658876632,63.164657714347534,184.80991676953212,309.74165364148087,592.2612731288566,1246.9183468470872,1534.9916685227895,1114.7403661170454,423.2792818705413,235.65275242324762,140.70249018275587,90.1304597322213,year,1-105 Zambezi At Chavuma Mission (130400)
4,,75.1936776490121,65.3224742310112,184.12316375715753,308.448592934435,654.4710312239754,1216.8074678797095,1601.082178701519,1084.590499238643,412.9400058222534,231.4620149640357,138.57622657625765,90.1304597322213,year,1-105 Zambezi At Chavuma Mission (130400)
5,,74.73175323056441,71.30735648015806,184.80991676953212,312.33491898894977,661.6856194279255,1176.9058812694684,1645.8228248865285,1057.0265116036844,404.1675135476751,227.30442970386085,136.16368819757662,90.1304597322213,year,1-105 Zambezi At Chavuma Mission (130400)
6,,73.58243058305622,70.40614762954553,188.60716759292882,313.6351212636515,715.0296604737068,1139.1220182823442,1659.3508199611592,1029.0433383554007,394.51773106189023,225.0506547733088,132.57991752734577,89.63009906438911,year,1-105 Zambezi At Chavuma Mission (130400)
7,,72.44096011737484,72.21360957221866,191.04129260173798,317.98629787168926,738.8991962716092,1110.9517310065467,1650.326737373036,994.8908121900834,386.39626620580987,222.0610181756492,130.8038350154251,89.13096554523709,year,1-105 Zambezi At Chavuma Mission (130400)
8,,71.30735648015806,74.96255874385268,192.08869512578846,321.48623532805874,768.898471281783,1078.6042472304973,1596.6380011976607,964.8018526463504,379.29212195977175,217.24045550213302,128.7450838065299,87.64093606637394,year,1-105 Zambezi At Chavuma Mission (130400)
9,,68.39691047176713,79.64432980888932,198.0715522779971,323.242528534773,818.5167492122492,1051.1078481279592,1558.6428768480077,933.7173861527892,370.8438817720383,213.19795338234348,126.11927733462832,85.91656614745726,year,1-105 Zambezi At Chavuma Mission (130400)
10,,67.29175114858333,82.99567414551574,198.426,323.242528534773,848.5383120377746,1031.9733583496666,1508.03318164136,912.7808680478812,365.25833055019143,208.46361927819305,124.38199077602266,85.18217345410152,year,1-105 Zambezi At Chavuma Mission (130400)
11,,66.6324639735314,84.93799305718468,198.78072678218376,325.8848662428426,868.8168296693069,1043.7301090684928,1457.307270192904,880.4015191359302,356.03214731200023,204.85372100175798,121.79598143774305,84.69412141991415,year,1-105 Zambezi At Chavuma Mission (130400)
12,,65.10525688944148,89.38037886023213,200.20242332573383,337.892437083767,894.1170089159341,1045.9410275789378,1437.7400778663007,853.2510962597285,352.37080721808417,201.6285800927897,120.93929932507997,84.69412141991415,year,1-105 Zambezi At Chavuma Mission (130400)
13,,63.808650045354135,89.13096554523688,203.05919331123638,344.64586233920227,923.920990496996,1034.1732807443366,1412.3928878507977,827.140712242613,349.1808153225819,198.0715522779971,118.66784491343716,84.20730484786354,year,1-105 Zambezi At Chavuma Mission (130400)
14,,62.736928550610415,88.63305999186002,208.1013800932783,348.27173638377224,949.2035803858031,1031.2405093981326,1385.5749815028137,799.4222876112975,342.3881815722214,195.2460238208224,116.41537901020807,82.99567414551574,year,1-105 Zambezi At Chavuma Mission (130400)
15,,62.310479841099884,97.00502906037913,219.83035355911395,359.71014513756336,976.2163224635464,1047.4161177972035,1348.2459233734025,772.120795964468,335.65438366963696,192.08869512578846,115.29628029714513,81.79178375804591,year,1-105 Zambezi At Chavuma Mission (130400)
16,,61.03882687625314,106.24598562483115,225.80081405088782,362.9420417447681,1057.0265116036844,1060.7331068867443,1317.8899724409143,747.1442480847082,327.20958666052803,188.60716759292882,113.62656542944436,79.88169272126567,year,1-105 Zambezi At Chavuma Mission (130400)
17,,59.98794684086946,109.49929142841297,227.68102019549676,375.5270023749577,1143.7194268560515,1087.5890957954164,1321.974331684242,724.4106040898334,322.3638551772573,185.84215689340965,112.51938571184783,79.17053750572873,year,1-105 Zambezi At Chavuma Mission (130400)
18,,58.94511251338338,107.86723692179649,230.70362241597763,385.44569342642154,1258.893374836366,1120.0539959386651,1296.7410920831896,697.6628213709765,313.6351212636515,183.4375369837028,110.86757535814336,79.17053750572873,year,1-105 Zambezi At Chavuma Mission (130400)
19,,57.910340729666835,108.95407409955092,242.58164809008588,403.1979157346917,1389.750350924429,1137.5913612514203,1283.8013438226658,674.3948854290941,308.8793484628625,179.34745550135457,109.77234946545563,78.22669008947068,year,1-105 Zambezi At Chavuma Mission (130400)
20,,56.47523778661784,110.86757535814336,251.56366041363023,416.8654984455724,1455.6011518902433,1140.6535816568285,1270.9187807632686,651.4752376798708,302.01905668394556,176.6433232270624,107.5962776247643,77.05389725134314,year,1-105 Zambezi At Chavuma Mission (130400)
21,,55.66230723172756,121.79598143774305,253.5352826559047,429.7361543505114,1485.5851980171694,1136.0616107093285,1249.3093194588653,636.5871581611516,296.0720359214135,174.62710634428936,105.70797260690624,75.42510983107277,year,1-105 Zambezi At Chavuma Mission (130400)
22,,55.66230723172756,125.82899273000619,258.2948087535007,437.74211138362455,1483.004590411803,1139.887686685716,1234.993754221194,614.2481215091166,290.1771633559486,171.62191103835912,103.83440744996074,74.96255874385268,year,1-105 Zambezi At Chavuma Mission (130400)
23,,54.85457206628558,128.7450838065299,259.4907782240634,446.31966934660574,1461.5764162012003,1137.5913612514203,1227.8632316493863,592.8353494505623,285.16601597688253,168.96993206168943,103.83440744996074,73.35350784891705,year,1-105 Zambezi At Chavuma Mission (130400)
24,,54.452655582380906,131.6905576129689,262.2908310410514,450.3815134171259,1422.507935448445,1124.6173906738136,1227.8632316493863,574.020323605012,281.01945445691035,166.0082183896565,103.03597093728874,72.89660510792652,year,1-105 Zambezi At Chavuma Mission (130400)
25,,54.452655582380906,137.66933813892302,264.7014042830165,463.17909459976187,1377.240846460916,1124.6173906738136,1226.2811408930904,555.4730549538374,275.2592561428524,163.72062402693197,101.44724719567844,73.81166740397586,year,1-105 Zambezi At Chavuma Mission (130400)
26,,53.85222293708607,142.8429996903449,273.623141298988,470.93334948351173,1356.5024574436004,1139.887686685716,1226.2811408930904,546.5771348674953,269.5516610747818,161.12336358140757,99.60749188003514,71.30735648015806,year,1-105 Zambezi At Chavuma Mission (130400)
